0.000000000000000000e+00 2.394901327851495606e-05
1.000000000000000194e-02 -3.950629489592344412e-04
2.000000000000000389e-02 -7.148592455486836887e-04
3.000000000000000583e-02 -9.215152807532244091e-04
4.000000000000000777e-02 -1.087829813610705293e-03
5.000000000000000971e-02 -1.219196183923495873e-03
6.000000000000001166e-02 -1.337436876689691335e-03
7.000000000000000666e-02 -1.406172124105974867e-03
8.000000000000001554e-02 -1.426364133090483139e-03
9.000000000000002442e-02 -1.457668959057693359e-03
1.000000000000000333e-01 1.591774869569464296e-04
1.100000000000000422e-01 1.552768686834076590e-04
1.200000000000000511e-01 1.519228306940374827e-04
1.300000000000000600e-01 1.486250539143221382e-04
1.400000000000000688e-01 1.454147846841552050e-04
1.500000000000000777e-01 1.426173056029604927e-04
1.600000000000000866e-01 1.391960892873028255e-04
1.700000000000000955e-01 1.359909266894786836e-04
1.800000000000001044e-01 1.329217679538329954e-04
1.900000000000001132e-01 1.302729852774541495e-04
