0.000000000000000000e+00 2.394901327851495606e-05
1.000000000000000194e-02 -3.950629489592344412e-04
2.000000000000000389e-02 -7.148652251769595104e-04
3.000000000000000583e-02 -9.224286258006414354e-04
4.000000000000000777e-02 -1.088937424838093198e-03
5.000000000000000971e-02 -1.220310657877411243e-03
6.000000000000001166e-02 -1.338544029618329379e-03
7.000000000000000666e-02 -1.408033903511694005e-03
8.000000000000001554e-02 -1.427755117330246600e-03
9.000000000000002442e-02 -1.458738811692356779e-03
1.000000000000000333e-01 1.592509886796375030e-04
1.100000000000000422e-01 1.553391821780962555e-04
1.200000000000000511e-01 1.519934749770808665e-04
1.300000000000000600e-01 1.486954167956274560e-04
1.400000000000000688e-01 1.451724217888847692e-04
1.500000000000000777e-01 1.426876865536684199e-04
1.600000000000000866e-01 1.392653013411830067e-04
1.700000000000000955e-01 1.360593130340064102e-04
1.800000000000001044e-01 1.329512825569019972e-04
1.900000000000001132e-01 1.302865383020819924e-04
