0.000000000000000000e+00 -4.461372073810719786e-05
1.000000000000000194e-02 -7.438871253894768602e-03
2.000000000000000389e-02 -1.419829914594450231e-02
3.000000000000000583e-02 -2.046281967192268778e-02
4.000000000000000777e-02 -2.573800921139622611e-02
5.000000000000000971e-02 -3.174538449623427044e-02
6.000000000000001166e-02 -3.797175066545983857e-02
7.000000000000000666e-02 -4.498360524377431613e-02
8.000000000000001554e-02 -4.857316483741594415e-02
9.000000000000002442e-02 -5.409788269340030931e-02
1.000000000000000333e-01 2.555926769628284203e-04
1.100000000000000422e-01 4.626128955802845150e-04
1.200000000000000511e-01 4.552286178395440787e-04
1.300000000000000600e-01 4.473868000537135209e-04
1.400000000000000688e-01 4.402243848848752376e-04
1.500000000000000777e-01 4.326532199089867651e-04
1.600000000000000866e-01 4.258190424688209643e-04
1.700000000000000955e-01 4.184652082264990578e-04
1.800000000000001044e-01 4.112408958579892994e-04
1.900000000000001132e-01 4.044206512334305790e-04
