0.000000000000000000e+00 -1.981911942101829971e-03
1.000000000000000194e-02 -2.652718516790135428e-02
2.000000000000000389e-02 -7.093409847098880450e-02
3.000000000000000583e-02 -8.305308827806652527e-02
4.000000000000000777e-02 -1.127935506416782169e-01
5.000000000000000971e-02 -1.434397228322705775e-01
6.000000000000001166e-02 -1.398621502886910339e-01
7.000000000000000666e-02 -1.576461615192697729e-01
8.000000000000001554e-02 -1.432395387542887144e-01
9.000000000000002442e-02 -1.328415431597010088e-01
1.000000000000000333e-01 7.602667249993787503e-06
1.100000000000000422e-01 1.488773317705927807e-05
1.200000000000000511e-01 1.462137333489049287e-05
1.300000000000000600e-01 1.436029860645321831e-05
1.400000000000000688e-01 1.410430544473045798e-05
1.500000000000000777e-01 1.385325673880817401e-05
1.600000000000000866e-01 1.361103387944191781e-05
1.700000000000000955e-01 1.336940982895019386e-05
1.800000000000001044e-01 1.313239165113868400e-05
1.900000000000001132e-01 1.289984691998240340e-05
